Produto,Grupo,SubGrupo,Ultima Compra,Ultima Venda,Qtd Ent,Estoque Geral,Custo Estoque,Vr.Venal,Qtde Ven,Custo Venda,Vr.Venda,Margem,Venda Media,Reposicao,Pr.Venda
TENIS ADULTO,Tenis Adulto,TENIS,29/08/13,00/00/00,46,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,86.72000000000001,179.9
TENIS ALL,Sapato Masculino,TENIS,10/12/12,00/00/00,41,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,52.43333333333334,106.56666666666668
TENIS ALL STAR,Sapato Feminino,TENIS,19/12/11,00/00/00,111,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50.050000000000004,99.90285714285714
TENIS ALL STAR,Sapato Masculino,TENIS,24/08/15,00/00/00,298,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,47875,95.61714285714287
TENIS ALL STAR,Tenis Adulto,******************************,17/03/11,00/00/00,68,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42.45,89.9
TENIS ALL STAR,Tenis Adulto,TENIS,16/04/13,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,114.9
TENIS ALLSTAR,Sapato Feminino,TENIS,22/11/11,00/00/00,99,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.30714285714286,128.4714285714286
TENIS ARTERIAL W,Sapato Feminino,TENIS,20/03/15,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,93.56,189.9
TENIS AS,Sapato Masculino,TENIS,19/03/11,00/00/00,49,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48.275000000000006,98.24333333333334
TENIS ASICS,Sapato Feminino,TENIS,05/06/14,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,137.95,279.9
TENIS As,Sapato Masculino,TENIS,15/03/11,00/00/00,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.95,99.91
TENIS BELLA,Sapato Masculino,SAPATO,11/08/11,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,90.43,179.9
TENIS BULLTERRIER,Sapato Masculino,SAPATO,11/05/12,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.9,199.9
TENIS CASUAL,Sapato Feminino,TENIS,12/03/13,00/00/00,11,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,21.9,69.9
TENIS CASUAL,Sapato Masculino,TENIS,30/03/12,00/00/00,44,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55.3625,109.9
TENIS CASUAL BUFALINO,Sapato Masculino,TENIS,22/03/13,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,71.4,139.9
TENIS CASUAL CANO LONGO,Sapato Feminino,TENIS,12/03/13,00/00/00,11,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32.4,79.9
TENIS CASUAL LONA,Sapato Feminino,TENIS,12/03/13,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,69.9
TENIS CLASSIC,Sapato Masculino,TENIS,10/08/12,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,80.15,159.9
TENIS CONCRETE,Sapato Masculino,TENIS,28/03/13,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,74.9,139.9
TENIS CRAVO E CANELA,Sapato Feminino,TENIS,29/07/11,00/00/00,18,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54.71,119.9
TENIS CROMIC,Sapato Feminino,TENIS,31/03/11,00/00/00,47,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.95,59.9
TENIS CROMIC,Sapato Masculino,TENIS,31/03/11,00/00/00,72,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41.61666666666667,83.24
TENIS CT AS,Sapato Masculino,TENIS,10/12/12,00/00/00,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48925,99.9
TENIS CT AS CLASSIC,Sapato Masculino,TENIS,10/12/12,00/00/00,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,56.95,119.9
TENIS CT AS CORE HI,Sapato Feminino,TENIS,14/03/14,00/00/00,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.95,99.9
TENIS CT AS CORE OX,Sapato Feminino,TENIS,14/03/14,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45.45,89.9
TENIS CT AS EXTREME,Sapato Masculino,TENIS,10/12/12,00/00/00,11,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,74.95,149.9
TENIS CT AS PRINT,Sapato Masculino,TENIS,10/12/12,00/00/00,42,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55.9375,114.9
TENIS CT AS SLOUCHY,Sapato Masculino,TENIS,10/12/12,00/00/00,31,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,65.26666666666667,139.9
TENIS CT AS SPECIAL,Sapato Masculino,TENIS,10/12/12,00/00/00,25,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55.6,113.23333333333335
TENIS DAKOTA,Sapato Feminino,TENIS,25/09/14,00/00/00,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,61.839999999999996,126.56666666666668
TENIS DAKOTA TURCO,Sapato Feminino,TENIS,29/05/14,00/00/00,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.21,139.9
TENIS DANTY OX,Tenis Adulto,TENIS,08/03/13,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,99.9
TENIS DIJEAN,Sapato Feminino,TENIS,13/04/11,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24.7,49.91
TENIS DNX,Sapato Masculino,TENIS,27/04/11,00/00/00,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.95,79.9
TENIS DNX B,Sapato Masculino,TENIS,27/04/11,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.95,79.9
TENIS DNX ROSA,Sapato Feminino,TENIS,27/04/11,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.95,79.9
TENIS DOMINATOR,Sapato Masculino,TENIS,26/05/11,00/00/00,49,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42.1,83.23333333333333
TENIS DUAL STAR RUNNING,Sapato Feminino,TENIS,28/05/14,00/00/00,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.95,179.9
TENIS ESSENCI,Sapato Feminino,TENIS,10/04/12,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,94.72,199.9
TENIS ETHINIC,Tenis Adulto,TENIS,30/04/13,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.95,119.9
TENIS EVERLAST SCAPE II,Sapato Masculino,TENIS,27/03/15,00/00/00,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,86.32,169.9
TENIS EVERLAST SOHO,Sapato Masculino,TENIS,27/03/15,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,86.32,169.9
TENIS EVERLAST TIME HI,Sapato Masculino,TENIS,27/03/15,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,109.05,219.9
TENIS FEM,Sapato Feminino,TENIS,14/03/15,00/00/00,18,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,97375,194.9
TENIS FEM ASICS,Sapato Feminino,TENIS,05/06/14,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,159.97,299.9
TENIS FEM.,Sapato Feminino,TENIS,12/02/16,00/00/00,18,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,115.15,249.9
TENIS FEMININO,Sapato Feminino,TENIS,04/08/17,00/00/00,36,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,88.02666666666666,179.9
TENIS FEMININO,Sapato Infantil,TENIS,04/08/17,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,83.13,169.9
TENIS FEMININO,Tenis Adulto,TENIS,17/10/19,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,102.6,199.9
TENIS FILA,Sapato Feminino,TENIS,17/03/11,00/00/00,112,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,81.10777777777778,163.24333333333334
TENIS FILA,Sapato Masculino,TENIS,23/05/11,00/00/00,164,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,87.98142857142857,176.34071428571428
TENIS FILA,Tenis Adulto,TENIS,18/08/17,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,107.61,219.9
TENIS FLEX,Sapato Masculino,TENIS,07/10/11,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,75.77,149.9
TENIS FLINT,Sapato Masculino,TENIS,28/03/13,00/00/00,36,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.69500000000001,119.9
TENIS FSC MAX R2,Sapato Masculino,TENIS,08/12/12,00/00/00,48,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55.60999999999999,109.90000000000002
TENIS FUTURE,Tenis Adulto,TENIS,20/06/17,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.95,199.9
TENIS GEL EXCITE,Sapato Feminino,TENIS,28/04/15,00/00/00,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,132.25,269.9
TENIS HUNTER,Sapato Masculino,TENIS,25/08/11,00/00/00,30,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,86.99333333333334,173.26333333333332
TENIS IATE,Sapato Masculino,TENIS,22/03/13,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53.4,119.9
TENIS IATE ANIMAL,Sapato Masculino,TENIS,22/03/13,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53.4,119.9
TENIS IATE GARDEN,Sapato Masculino,TENIS,22/03/13,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,57.9,119.9
TENIS IATE SANDED,Sapato Masculino,TENIS,22/03/13,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,66.8,129.9
TENIS IATE VIP,Sapato Masculino,TENIS,22/03/13,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,57.9,119.9
TENIS INFANTIL,Sapato Masculino,TENIS,07/05/13,00/00/00,18,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.49,59.9
TENIS KELSEN,Sapato Feminino,TENIS,13/04/11,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.45,39.91
TENIS KOLOSH,Sapato Feminino,SAPATENIS,15/03/16,00/00/00,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,67.45,139.9
TENIS KOLOSH,Sapato Feminino,TENIS,13/11/13,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.245000000000005,119.9
TENIS KOLOSH AKITA,Sapato Feminino,TENIS,12/02/16,00/00/00,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.66,129.9
TENIS KOLOSH CANDY FLAT,Tenis Adulto,TENIS,04/04/14,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48.25,99.9
TENIS KOLOSH FLY,Sapato Feminino,TENIS,10/10/13,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40.72,89.9
TENIS KOLOSH FLY III,Tenis Adulto,TENIS,12/02/16,00/00/00,48,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,51.23,106.56666666666668
TENIS KOLOSH GRILLE,Sapato Feminino,TENIS,15/03/16,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,58.32,129.9
TENIS KOLOSH LIVORNO,Sapato Feminino,TENIS,10/10/13,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,58.84,119.9
TENIS KOLOSH SWEET,Sapato Feminino,TENIS,10/10/13,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,42.59,89.9
TENIS KOLOSH VEIL,Sapato Feminino,TENIS,15/03/16,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,61.74,129.9
TENIS KRUNNER SUED,Sapato Masculino,TENIS,22/03/13,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,80.3,159.9
TENIS LINDI,Sapato Feminino,TENIS,22/07/11,00/00/00,81,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,46.59166666666667,93.24166666666667
TENIS LOS ANGELES,Sapato Feminino,TENIS,19/10/12,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
TENIS MACBOOT,Sapato Feminino,TENIS,18/03/11,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.95,159.91
TENIS MACBOOT,Sapato Masculino,TENIS,18/03/11,00/00/00,28,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,76.61666666666667,153.24333333333334
TENIS MALDEN OX,Tenis Adulto,TENIS,08/03/13,00/00/00,10,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.95,139.9
TENIS MASC,Sapato Masculino,TENIS,26/07/14,00/00/00,18,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,123.29,249.9
TENIS MASC GEL VENTURE,Sapato Masculino,TENIS,25/03/15,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,87.57,179.9
TENIS MASC.,Sapato Masculino,TENIS,22/11/13,00/00/00,19,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.0,69.9
TENIS MASCULINO,Sapato Masculino,TENIS,04/08/17,00/00/00,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,85.58,174.9
TENIS METALIZADO,Tenis Adulto,TENIS,20/02/13,00/00/00,25,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,51.980000000000004,99.9
TENIS MINI MELISSA,Sapato Infantil,TENIS,28/03/13,00/00/00,36,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.26,79.9
TENIS MISSY,Sapato Feminino,TENIS,10/12/12,00/00/00,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,52.08,99.9
TENIS MIZUNO,Sapato Feminino,TENIS,30/03/15,00/00/00,44,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,132.99,224.9
TENIS MIZUNO,Sapato Masculino,TENIS,07/03/12,00/00/00,27,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,100415,199.9
TENIS MIZZUNO,Sapato Masculino,TENIS,30/03/15,00/00/00,36,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,167.54,299.9
TENIS MONTREAL,Sapato Masculino,TENIS,22/03/13,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,80.3,159.9
TENIS MOUT,Sapato Masculino,TENIS,10/08/12,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,95.19,189.9
TENIS NESK,Sapato Feminino,TENIS,13/04/11,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.45,39.91
TENIS OLIMP,Sapato Masculino,TENIS,03/05/11,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.95,179.9
TENIS OLIMP ANDES,Sapato Masculino,TENIS,19/02/13,00/00/00,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.95,129.9
TENIS OLIMP BETA,Sapato Feminino,TENIS,31/05/11,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.95,99.91
TENIS OLIMP FORCE,Sapato Masculino,TENIS,31/05/11,00/00/00,45,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,38.86,79.9
TENIS OLIMP TRACE,Sapato Feminino,TENIS,31/05/11,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.95,99.91
TENIS OLIMPIKUS,Tenis Adulto,TENIS,21/02/13,00/00/00,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,62.83,129.9
TENIS OLIMPYKUS,Tenis Adulto,TENIS,27/03/13,00/00/00,20,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,83.79,173.23333333333335
TENIS OLK,Sapato Feminino,TENIS,21/06/11,00/00/00,14,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41.78,84905
TENIS OLK,Sapato Masculino,TENIS,24/06/11,00/00/00,261,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,101.7073076923077,203.7569230769231
TENIS OLK POWER,Sapato Masculino,TENIS,26/07/11,00/00/00,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,52785,99.91
TENIS OLYMPIKUS,Tenis Adulto,TENIS,28/03/13,00/00/00,29,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,73.1075,149.9
TENIS PATRIOT,Sapato Masculino,TENIS,25/03/15,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,87.57,179.9
TENIS PICADILLY,Tenis Adulto,TENIS,01/02/13,00/00/00,16,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,181.61,229.45
TENIS RAINHA,Sapato Feminino,TENIS,01/09/14,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,104.4,209.9
TENIS RAINHA,Sapato Masculino,TENIS,20/11/13,00/00/00,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.99,159.9
TENIS RAINHA SYS,Sapato Feminino,TENIS,23/10/13,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.99,99.9
TENIS RAINHA SYS CELEB,Sapato Feminino,TENIS,03/08/11,00/00/00,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,55.0,109905
TENIS RAINHA SYS FOXY,Sapato Feminino,TENIS,26/07/11,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45.0,79.9
TENIS RAINHA SYS SCAPE,Sapato Feminino,TENIS,26/07/11,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.99,89.91
TENIS RANDALL,Sapato Masculino,TENIS,19/12/11,00/00/00,141,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,27.01571428571429,65.61428571428571
TENIS REBOK,Sapato Masculino,TENIS,27/09/12,00/00/00,5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.9,199.9
TENIS RED NOSE CROWD,Sapato Masculino,TENIS,27/03/15,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,68.14,139.9
TENIS RED NOSE NOMAD,Sapato Masculino,TENIS,27/03/15,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,63.59,129.9
TENIS RED NOSE SLASH,Sapato Masculino,TENIS,27/03/15,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.95,99.9
TENIS RED NOSE STONE,Sapato Masculino,TENIS,27/03/15,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,45.41,89.9
TENIS REEBOK,Sapato Feminino,TENIS,03/05/12,00/00/00,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,89.95,174.9
TENIS REEBOK,Sapato Masculino,TENIS,28/03/11,00/00/00,35,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,95.85375,193.6575
TENIS SINT.,Sapato Feminino,TENIS,08/11/11,00/00/00,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,99.9
TENIS SKIDGRIP,Sapato Feminino,TENIS,24/08/15,00/00/00,33,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,58.95,129.9
TENIS SKIDGRIP,Sapato Masculino,TENIS,10/12/12,00/00/00,29,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54.45,119.9
TENIS SKIDGRIP,Tenis Adulto,TENIS,16/04/13,00/00/00,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,99.9
TENIS SLIP SHUNSHINE,Tenis Adulto,TENIS,30/04/13,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.95,119.9
TENIS SOFT,Sapato Feminino,******************************,20/02/13,00/00/00,14,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,52.16,99.9
TENIS SOFT,Sapato Feminino,TENIS,20/02/13,00/00/00,26,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,51.03,99.9
TENIS SOFT,Tenis Adulto,TENIS,25/07/13,00/00/00,69,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,56.26,111.32857142857144
TENIS SOFT PELO,Tenis Adulto,TENIS,25/07/13,00/00/00,122,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,58.916999999999994,117.9
TENIS SPECIALITY LEATHER,Tenis Adulto,TENIS,08/03/13,00/00/00,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,149.9
TENIS STAR PLAYER,Sapato Masculino,TENIS,10/12/12,00/00/00,14,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54675,109.9
TENIS STRIKING,Sapato Feminino,TENIS,20/03/15,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,84.2,169.9
TENIS SUEDE SNIKER,Tenis Adulto,TENIS,30/04/13,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,49.9,99.9
TENIS THE BEST LEATHER,Sapato Masculino,TENIS,22/03/13,00/00/00,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,66.8,129.9
TENIS THE BEST SHINE,Sapato Masculino,TENIS,22/03/13,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,57.9,119.9
TENIS TIPO ESPORTIVO,Sapato Feminino,TENIS,15/05/14,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,159.9
TENIS TOPPER DOM,Tenis Infantil,TENIS INFANTIL,16/05/12,00/00/00,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32.5,69.9
TENIS TRACE,Sapato Masculino,TENIS,20/10/11,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,47.34,99.9
TENIS TRYON,Sapato Feminino,TENIS,03/08/11,00/00/00,48,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48.9075,99905
TENIS WEST COAST,Tenis Adulto,TENIS,10/04/13,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,64.5,139.9
TENIS WOMAN CANVAS,Tenis Adulto,TENIS,30/04/13,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.95,79.9
TENIS WOMAN LEATHER,Tenis Adulto,TENIS,30/04/13,00/00/00,6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.95,119.9
TENIS ZAGGA,Sapato Feminino,TENIS,13/04/11,00/00/00,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.45,39.91
TENIS ZIG KICK,Tenis Adulto,TENIS,03/09/13,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.95,199.9
TENIS-MEIA,Sapato Feminino,TENIS,12/08/24,29/04/25,66,1.0,35.0,70.0,8,280.0,440.0,57.14,55.0,35.0,70.0
TENS,Tenis Adulto,TENIS,24/07/17,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,93.56,189.9
TERNINHO DE TECIDO,Confeccao,BLUSA,04/03/15,00/00/00,7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,159.9
TESTEIRA,Acessorios,ACESSORIOS,26/09/12,00/00/00,18,4.0,7.12,4.0,0,0.0,0.0,0.0,0.0,5199,5165
THIRT,Confeccao,BLUSA,24/04/17,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
TOMARA Q CAIA,Confeccao,BLUSA,29/09/11,00/00/00,32,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33.56428571428571,67.76
TOMARA Q CAIA,Confeccao,TOMARA Q CAIA,30/10/13,00/00/00,93,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,30594,63.9
TOMARA Q CAIA FL,Confeccao,VESTIDO,21/09/11,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,44.9,89.9
TOMARA QUE CAI,Confeccao,BLUSA,09/02/12,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.9,49.9
TOMARA QUE CAI ROANA,Confeccao,TOMARA Q CAIA,16/01/13,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,19.9,39.9
TOMARA QUE CAIA,Confeccao,BLUSA,25/10/12,00/00/00,43,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29905,50.900999999999996
TONALIZANTE,Acessorios,ACESSORIOS,12/03/18,00/00/00,3,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32.98,49.9
TOOP BOJO,Confeccao,TOP,17/09/15,00/00/00,9,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.76,59.9
TOP,Confeccao,BLUSA,18/05/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.9,79.9
TOP,Confeccao,TOP,30/10/19,00/00/00,49,1.0,55.03,1.0,0,0.0,0.0,0.0,0.0,48.06727272727273,81.81818181818181
TOP CONTROL,Confeccao,TOP,25/09/12,00/00/00,18,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,17.33,36.9
TOP PAETE LISO,Confeccao,TOP,25/10/12,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
TOP Q CAIA,Confeccao,TOP,18/09/13,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,99.99,199.9
TOP RENDA,Confeccao,BLUSA,14/09/11,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69.9,119.9
TOPER,Confeccao,TOP,17/12/11,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,68.4,139.9
TOPER IRREGULAR,Confeccao,TOP,19/12/11,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59.9,119.9
TOPER T Q C,Confeccao,TOP,17/12/11,00/00/00,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,39.95,79.9
TOPER T.Q.C C/ ZIPER,Confeccao,BLUSA,20/10/11,00/00/00,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79.9,149.9
TOPPER,Confeccao,BLUSA,07/08/17,00/00/00,2,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.91,79.9
TOPPER DOM,Tenis Infantil,TENIS INFANTIL,07/05/14,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37.5,69.9
TOPPER DOMINATOR II,Chuteira,CHUTEIRA,27/02/13,00/00/00,121,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,35.0,79.9
TOPPER DOMONATOR,Sapato Masculino,TENIS,04/04/12,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,32.5,69.9
TOPPER LOYAL,Sapato Masculino,TENIS,12/03/12,00/00/00,12,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,34.9,69.9
TOPPER NEW CASUAL,Chuteira,CHUTEIRA,27/07/11,00/00/00,24,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,29.9,69.9
