ID_Unico;Referencia;Custo Venda    ;Vr.Venda       ;Reposicao      ;Pr.Venda       
YOUMETAL0_100_0;YOUMETAL0;35,53;30;35,53;69,9
SANDARY225_3_0;SANDARY225;22,4;29,9;22,4;49,9
AZALEIA681456_3_0;AZALEIA681456;39,99;20;39,99;79,9
005_12_0;5;22,4;20;22,4;49,9
AZALEIA681457_30_0;AZALEIA681457;44,44;20;44,44;89,9
BECCBOO03_75_0;BECCBOO03;35,9;20;35,9;69,9
LORETTA5163_3_0;LORETTA5163;39,9;20;39,9;79,9
031_30_0;31;19,5;20;19,5;39,9
BARONESA005_12_0;BARONESA005;22,4;20;22,4;49,9
TFIORI1000_30_0;TFIORI1000;17,4;20;17,4;39,9
GREENCS05_47_0;GREENCS05;25,9;20;25,9;49,9
SANDARY205_3_0;SANDARY205;24,9;20;24,9;49,9
GREENFG04_47_0;GREENFG04;25,9;20;25,9;49,9
GREENC09_30_0;GREENC09;25,9;20;25,9;49,9
GREENC011_30_0;GREENC011;25,9;20;25,9;49,9
BECCBOO03_47_0;BECCBOO03;35,9;19,98;35,9;69,9
AZALEIA438358_3_0;AZALEIA438358;39,99;19,98;39,99;79,9
937_100_0;937;10,9;19,95;10,9;19,99
VENUS_53_0;VENUS;0;0;96,59;179,9
ULTRALEVE_3_1;ULTRALEVE;0;0;123,42;229,9
RUA_3_0;RUA;0;0;134,15;249,9
MARTE_28_0;MARTE;0;0;101,95;189,9
DYNAMIC_50_0;DYNAMIC;0;0;160,98;299,9
CT30380001_42_0;CT30380001;0;0;151,85;279,9
CT04500006_12_0;CT04500006;0;0;172,14;319,9
CT04200082_30_0;CT04200082;0;0;132,54;249,9
CT04200081_87_0;CT04200081;0;0;132,54;249,9
CT00040007_99_1;CT00040007;0;0;143,16;269,9
CT00010007_99_1;CT00010007;0;0;132,54;249,9
CT00010001_2_2;CT00010001;0;0;132,54;249,9
370803_12_0;370803;0;0;127,93;249,9
RAIDEN4_3_0;RAIDEN4;0;0;187,81;349,9
GELSPARTA_100_0;GELSPARTA;0;0;238,48;399,9
RAIDEN_402_0;RAIDEN;0;0;187,81;349,9
RAIDEN_113_0;RAIDEN;0;0;187,81;349,9
RAIDEN_14_0;RAIDEN;0;0;187,81;349,9
03_100_0;3;0;0;10;29,9
5974_56_0;5974;0;0;36,9;79,9
5974_245_0;5974;0;0;36,9;79,9
592_245_0;592;0;0;38,9;79,9
592_14_0;592;0;0;38,9;79,9
611832_113_0;611832;0;0;111,75;199,9
6837915_2_0;6837915;0;0;66,6;139,9
1000T_25_0;1000T;0;0;37,9;79,9
1000T_3_0;1000T;0;0;37,9;79,9
4956_30_0;4956;0;0;15,9;89,9
4930_30_0;4930;0;0;14,8;89,9
1100_3_0;1100;0;0;15,65;89,9
1000_50_0;1000;0;0;15,4;89,9
TENISTBLNABI_3_0;TENISTBLNABI;0;0;149,95;299,9
TBLEKHYPE_14_0;TBLEKHYPE;0;0;114,95;229,9
1009S_50_0;1009S;0;0;60;119,9
1009S_7_0;1009S;0;0;60;119,9
1009S_3_0;1009S;0;0;60;119,9
1007S_3_0;1007S;0;0;80,01;159,9
6000_786_0;6000;0;0;42,9;79,9
6000_417_0;6000;0;0;42,9;79,9
6000_14_0;6000;0;0;42,9;79,9
Q0212_41_0;Q0212;0;0;59,58;119,9
Q0211_50_0;Q0211;0;0;55,33;119,9
X9723_7_0;X9723;0;0;34,77;79,9
X9723_3_0;X9723;0;0;34,77;79,9
X8862_43_0;X8862;0;0;55,33;119,9
X8862_2_0;X8862;0;0;55,33;119,9
X8861_2_0;X8861;0;0;51,07;119,9
X8046_3_0;X8046;0;0;51,08;109,9
X8041_30_0;X8041;0;0;47,78;99,9
X8862_3_0;X8862;0;0;58,24;119,9
DYLAN164_49_0;DYLAN164;0;0;77,66;159,9
500395_2_0;500395;0;0;70,24;129,9
134058_21_0;134058;0;0;42,78;89,9
106107_21_0;106107;0;0;42,78;89,9
X7931_2_0;X7931;0;0;29,78;69,9
VIDEBELA097_12_0;VIDEBELA097;0;0;13,5;29,9
MYTRAV123_14_0;MYTRAV123;0;0;22;49,9
JULIA011_14_0;JULIA011;0;0;28,9;59,9
461300_43_0;461300;0;0;26,1;59,9
A5041_3_0;A5041;0;0;56,07;219,9
A4867_22_0;A4867;0;0;56,07;219,9
A4829_41_0;A4829;0;0;56,07;219,9
A2449_47_0;A2449;0;0;56,07;219,9
371401_38_0;371401;0;0;137,97;269,9
371401_3_0;371401;0;0;137,97;269,9
159906_3_0;159906;0;0;65,33;139,9
159905_7_0;159905;0;0;63,87;139,9
159905_4_0;159905;0;0;63,87;139,9
A4962_42_0;A4962;0;0;56,07;219,9
197624_3_0;197624;0;0;46,31;99,9
199524_3_0;199524;0;0;44,29;89,9
199523_30_0;199523;0;0;48,33;99,9
143211_3_1;143211;0;0;85,84;199,9
111079_47_0;111079;0;0;68,03;139,9
130197_3_0;130197;0;0;69,87;149,9
6864224_16_0;6864224;0;0;65,93;129,9
6865103_2_0;6865103;0;0;66,6;139,9
6864224_3_0;6864224;0;0;65,93;129,9
6858214_3_0;6858214;0;0;58,32;119,9
5296530_30_0;5296530;0;0;39,87;69,9
AVENTURA_50_0;AVENTURA;0;0;30,66;179,9
69M525_3_0;69M525;0;0;58,27;129,9
69M4402_47_0;69M4402;0;0;56,6;129,9
69M3761_3_0;69M3761;0;0;52,57;119,9
69M2620_5_0;69M2620;0;0;57,16;129,9
381M4537_3_0;381M4537;0;0;62,52;139,9
379M4564_3_0;379M4564;0;0;58,87;129,9
1234033_10_0;1234033;0;0;83,77;179,9
10100X_32_0;10100X;0;0;72,29;149,9
10100X_3_0;10100X;0;0;72,29;149,9
1002S_50_0;1002S;0;0;80,01;159,9
1001S_7_0;1001S;0;0;72;149,9
501S_21_0;501S;0;0;15;79,9
501S_7_0;501S;0;0;15;79,9
501S_4_0;501S;0;0;15;79,9
501S_3_0;501S;0;0;15;79,9
17001_4_0;17001;0;0;90,2;179,9
14008_10_0;14008;0;0;94,12;189,9
14008_49_0;14008;0;0;94,12;189,9
14007_49_0;14007;0;0;86,27;179,9
LORETA7002_22_0;LORETA7002;0;0;44,9;89,9
LORETA7002_21_0;LORETA7002;0;0;44,9;89,9
FRANCINE_50_0;FRANCINE;0;0;37;69,9
FRANCINE_27_0;FRANCINE;0;0;37;69,9
FRANCINE_3_0;FRANCINE;0;0;37;69,9
M2012_4_0;M2012;0;0;39,9;69,9
427S_6_0;427S;0;0;13,9;59,9
424S_6_0;424S;0;0;13,9;59,9
Q0323_3_0;Q0323;0;0;34,05;69,9
Q0321_30_0;Q0321;0;0;34,05;69,9
X8101_63_0;X8101;0;0;59,56;129,9
X8101_3_0;X8101;0;0;55,33;119,9
W6504_14_0;W6504;0;0;59,97;139,9
W4502_3_0;W4502;0;0;52,02;119,9
W15501_50_0;W15501;0;0;44,07;99,9
W15501_7_0;W15501;0;0;44,07;99,9
W15501_3_0;W15501;0;0;44,07;99,9
S32467V15_7_0;S32467V15;0;0;126,09;229,9
K0053_30_0;K0053;0;0;70,24;249,9
K60009_3_0;K60009;0;0;74,53;249,9
K0009_7_0;K0009;0;0;74,53;249,9
DQ0003_7_0;DQ0003;0;0;40,95;169,9
DM0004_7_0;DM0004;0;0;52,95;199,9
DA0034_4_0;DA0034;0;0;43,95;169,9
DA0009_9_0;DA0009;0;0;41,95;169,9
CN0031_31_0;CN0031;0;0;40,95;169,9
CL0038_30_0;CL0038;0;0;44,45;169,9
AM0209_42_0;AM0209;0;0;43,95;169,9
CY0021_47_0;CY0021;0;0;49,91;199,9
CX0010_30_0;CX0010;0;0;57,18;219,9
CQ0014_36_0;CQ0014;0;0;44,57;189,9
CM0002_7_0;CM0002;0;0;51,85;199,9
CL0035_7_0;CL0035;0;0;47;199,9
CL0034_50_0;CL0034;0;0;50,88;199,9
BC0050_4_0;BC0050;0;0;53,3;199,9
AM0207_14_0;AM0207;0;0;48,94;199,9
AM0205_50_0;AM0205;0;0;47,48;199,9
CL0030_7_0;CL0030;0;0;45,54;189,9
CK0060_5_0;CK0060;0;0;47;199,9
CK0039_5_0;CK0039;0;0;50,39;199,9
BP0090M_3_0;BP0090M;0;0;48,45;199,9
BM0020_7_0;BM0020;0;0;61,55;249,9
BL0034_7_0;BL0034;0;0;45,54;189,9
BL0033_30_0;BL0033;0;0;45,54;189,9
BG0025_30_0;BG0025;0;0;53,3;219,9
AM0076_5_0;AM0076;0;0;45,54;189,9
DA0007_35_0;DA0007;0;0;43,6;179,9
CV0001_75_0;CV0001;0;0;47,97;199,9
CN0005_50_0;CN0005;0;0;41,18;169,9
CL0022_3_0;CL0022;0;0;44,09;179,9
CL0009_47_0;CL0009;0;0;43,6;179,9
CK0039_7_0;CK0039;0;0;50,39;199,9
CK0023_3_0;CK0023;0;0;45,06;179,9
822215919_350_0;822215919;0;0;52,48;99,9
360410_5_0;360410;0;0;101,3;199,9
360410_3_0;360410;0;0;101,3;199,9
806611479_41_0;806611479;0;0;25,56;69,9
806611479_3_0;806611479;0;0;25,56;69,9
4137236_50_0;4137236;0;0;124,95;249,9
6530101_3_0;6530101;0;0;59,72;119,9
356719_3_0;356719;0;0;102,3;199,9
RC254_14_0;RC254;0;0;48,95;199,9
MM070102_3_0;MM070102;0;0;74,61;149,9
AL370106_14_0;AL370106;0;0;113,08;219,9
130_100_1;130;0;0;8;59,9
120_100_0;120;0;0;8;69,9
S100_100_0;S100;0;0;1,57;10,9
1019_100_1;1019;0;0;12,9;39,9
1017_100_1;1017;0;0;12,9;49,9
7471_3_0;7471;0;0;39,9;79,9
650_30_0;650;0;0;36,9;79,9
4037072_3_0;4037072;0;0;68,77;139,9
4037062_47_0;4037062;0;0;68,77;139,9
5854656_50_0;5854656;0;0;61,01;129,9
5854655_38_0;5854655;0;0;61,01;129,9
5854655_3_0;5854655;0;0;61,01;129,9
5854549_3_0;5854549;0;0;51,31;99,9
5814611_47_0;5814611;0;0;63,92;129,9
5814555_4_0;5814555;0;0;59,07;119,9
5814543_3_0;5814543;0;0;57,13;119,9
5814541_30_0;5814541;0;0;49,37;99,9
7510301_30_0;7510301;0;0;49,37;99,9
7510301_3_0;7510301;0;0;49,37;99,9
7817204_30_0;7817204;0;0;73,62;159,9
7817204_3_0;7817204;0;0;73,62;159,9
4817085_41_0;4817085;0;0;63,92;129,9
4817084_3_0;4817084;0;0;49,37;99,9
1523225_41_0;1523225;0;0;49,37;99,9
1523225_3_0;1523225;0;0;49,37;99,9
673503_47_0;673503;0;0;70,83;139,9
673501_2_0;673501;0;0;66,6;139,9
6763731_47_0;6763731;0;0;62,46;129,9
6763708_37_0;6763708;0;0;58,32;119,9
5842502_30_0;5842502;0;0;57,1;119,9
5842502_3_0;5842502;0;0;57,1;119,9
5819525_3_0;5819525;0;0;57,1;119,9
5892602_41_0;5892602;0;0;62,46;129,9
5892602_3_0;5892602;0;0;62,46;129,9
5891503_7_0;5891503;0;0;58,32;119,9
5840705_8_0;5840705;0;0;79,11;159,9
5840705_3_0;5840705;0;0;79,11;159,9
5819501_30_0;5819501;0;0;52,02;109,9
5819501_3_0;5819501;0;0;52,02;109,9
6855503_3_0;6855503;0;0;62,46;129,9
6855503_2_0;6855503;0;0;62,46;129,9
8381106_3_0;8381106;0;0;40,01;89,9
5222354_8_0;5222354;0;0;44,06;99,9
5222354_3_0;5222354;0;0;44,06;99,9
50008_38_0;50008;0;0;27;159,9
70021_50_0;70021;0;0;28,33;169,9
50029_30_0;50029;0;0;27,33;169,9
50021_3_0;50021;0;0;28;169,9
30603_31_0;30603;0;0;24,66;169,9
30602_50_0;30602;0;0;25,33;169,9
30601_75_0;30601;0;0;24,66;149,9
50010_30_0;50010;0;0;27;159,9
50008_3_0;50008;0;0;27;159,9
50008_30_0;50008;0;0;24;149,9
50005_4_0;50005;0;0;24;149,9
10789_4_0;10789;0;0;23;139,9
10789_7_0;10789;0;0;23;139,9
10517_5_0;10517;0;0;23;139,9
10309_5_0;10309;0;0;23;139,9
540005_2_0;540005;0;0;56,54;119,9
1758203_3_0;1758203;0;0;58,29;119,9
61303_7_0;61303;0;0;71,92;159,9
61302_35_0;61302;0;0;69,52;139,9
61302_3_0;61302;0;0;69,52;139,9
57032_3_0;57032;0;0;78,32;159,9
57031_7_0;57031;0;0;74,32;149,9
57031_3_0;57031;0;0;74,32;149,9
53308_30_0;53308;0;0;93,52;199,9
53308_3_0;53308;0;0;93,52;199,9
920002_3_0;920002;0;0;28,09;69,9
920001_22_0;920001;0;0;30,26;69,9
920001_21_0;920001;0;0;30,26;69,9
178207_47_0;178207;0;0;45,79;89,9
178205_30_0;178205;0;0;41,62;89,9
1733206_30_0;1733206;0;0;57,02;129,9
174120700_47_0;174120700;0;0;57,02;139,9
174120500_47_0;174120500;0;0;61,49;139,9
174120400_30_0;174120400;0;0;60,59;139,9
173220600_30_0;173220600;0;0;57,02;129,9
1732206_3_0;1732206;0;0;57,02;129,9
176206_37_0;176206;0;0;40,52;89,9
176206_3_0;176206;0;0;40,52;89,9
176205_14_0;176205;0;0;48,64;109,9
176205_3_0;176205;0;0;48,64;109,9
176202_37_0;176202;0;0;46,32;109,9
1214087_30_0;1214087;0;0;52,9;109,9
220006_30_0;220006;0;0;59,9;119,9
220002_22_0;220002;0;0;59,9;119,9
X9634_2_0;X9634;0;0;38,3;79,9
Q0262_50_0;Q0262;0;0;42,56;89,9
Q0054_3_0;Q0054;0;0;52,15;109,9
Q0053_41_0;Q0053;0;0;55,33;119,9
X8844_30_0;X8844;0;0;42,56;89,9
X8842_3_0;X8842;0;0;42,56;89,9
Z4741_41_0;Z4741;0;0;70,37;149,9
Z4741_3_0;Z4741;0;0;70,37;149,9
1000_100_0;1000;0;0;5;10
01_100_0;1;0;0;6;19,9
10802_9_0;10802;0;0;22,33;139,9
10613_5_0;10613;0;0;22,66;139,9
10601_63_0;10601;0;0;24,66;149,9
10907_30_0;10907;0;0;24,43;149,9
10902_7_0;10902;0;0;24,43;149,9
18400_3_0;18400;0;0;51,2;99,9
18210_3_0;18210;0;0;50,25;99,9
18206_47_0;18206;0;0;51,7;99,9
18201_41_0;18201;0;0;49,35;99,9
18201_3_0;18201;0;0;49,3;99,9
MIC534_47_0;MIC534;0;0;15,97;99,9
MIC530_12_0;MIC530;0;0;16,63;99,9
MIC526_47_0;MIC526;0;0;19,97;119,9
MIC525_2_0;MIC525;0;0;16,63;99,9
MIC523_17_0;MIC523;0;0;19,97;119,9
CP429_58_0;CP429;0;0;26,52;119,9
CC90_76_0;CC90;0;0;23,67;99,9
CC84_23_0;CC84;0;0;23,67;99,9
10311_6_0;10311;0;0;10,85;39,9
10308_3_0;10308;0;0;10,85;39,9
10307_14_0;10307;0;0;10,85;39,9
10306_30_0;10306;0;0;10,85;39,9
8002R_7_0;8002R;0;0;14,95;19,9
8002R_6_0;8002R;0;0;14,95;19,9
8002R_3_0;8002R;0;0;14,95;19,9
0786_12_0;786;0;0;11;39,9
0781_75_0;781;0;0;11;39,9
0778R_75_0;0778R;0;0;11;39,9
VIDEBELA075_14_0;VIDEBELA075;0;0;10,5;19,9
VARELLACB04_958_0;VARELLACB04;0;0;14,4;29,9
PEPITA1002_47_0;PEPITA1002;0;0;11,5;24,9
MECOMBINAA92_14_0;MECOMBINAA92;0;0;27,9;59,9
LORETA1071_958_0;LORETA1071;0;0;29,9;59,9
LORETA1070_958_0;LORETA1070;0;0;29,9;59,9
CRISTALLYS065_14_0;CRISTALLYS065;0;0;31,9;59,9
CRISTALLYS060_21_0;CRISTALLYS060;0;0;28,9;59,9
PENELOPE210_12_0;PENELOPE210;0;0;26,9;49,9
PENELOPE210_6_0;PENELOPE210;0;0;26,9;49,9
PENELOPE210_2_0;PENELOPE210;0;0;26,9;49,9
FPASSO05_36_0;FPASSO05;0;0;22,4;39,9
DDALI140_37_0;DDALI140;0;0;20,5;39,9
DDALI140_47_0;DDALI140;0;0;20,5;39,9
DCRISTINA735_47_0;DCRISTINA735;0;0;40,5;79,9
DCRISTINA735_4_0;DCRISTINA735;0;0;40,5;79,9
VALLENTINA011_21_0;VALLENTINA011;0;0;13;29,9
VALLENTINA010_21_0;VALLENTINA010;0;0;14,5;29,9
VIDEBELA_21_0;VIDEBELA;0;0;11,4;19,9
VIDEBELA_2_0;VIDEBELA;0;0;11,4;19,9
JAKELYNE120_14_0;JAKELYNE120;0;0;19,4;39,9
JAKELYNE120_23_0;JAKELYNE120;0;0;19,4;39,9
JAKELYNE040_35_0;JAKELYNE040;0;0;19,4;39,9
GUIMARAES1017_14_0;GUIMARAES1017;0;0;16;39,9
TTULE600_30_0;TTULE600;0;0;14,5;39,9
TTULE600_47_0;TTULE600;0;0;14,5;39,9
TTULE600_12_0;TTULE600;0;0;14,5;39,9
SANDELLY026_30_0;SANDELLY026;0;0;17;39,9
G1342_58_0;G1342;0;0;74,76;159,9
G1342_3_0;G1342;0;0;74,76;159,9
TOPAZ_100_0;TOPAZ;0;0;18,98;39,9
CRUZEIRO_100_0;CRUZEIRO;0;0;35,01;69,9
ADULTO_100_2;ADULTO;0;0;19,76;39,9
SLIMBRASIL_100_2;SLIMBRASIL;0;0;32,26;59,9
CC0231_2_0;CC0231;0;0;19,95;39,9
3450_100_0;3450;0;0;13;29,9
500391_3_0;500391;0;0;61,12;119,9
24804020005_3_0;24804020005;0;0;63,6;129,9
220007_3_0;220007;0;0;59,9;119,9
I807_47_0;I807;0;0;26,45;99,9
I807_100_0;I807;0;0;25,09;99,9
MC811_5_0;MC811;0;0;85,63;179,9
D0591_5_0;D0591;0;0;162,17;299,9
D0591_3_0;D0591;0;0;162,17;299,9
D0391_75_0;D0391;0;0;176,47;319,9
361728_5_0;361728;0;0;160,49;299,9
361728_3_0;361728;0;0;160,49;299,9
345807_5_0;345807;0;0;221,71;399,9
345807_3_0;345807;0;0;221,71;399,9
1913401_47_0;1913401;0;0;65,48;129,9
1913401_3_0;1913401;0;0;65,48;129,9
1913304_30_0;1913304;0;0;55,39;119,9
1913304_3_0;1913304;0;0;55,39;119,9
251042_3_0;251042;0;0;75,85;159,9
144043_3_0;144043;0;0;79,99;169,9
251042_5_0;251042;0;0;75,85;149,9
144045_3_0;144045;0;0;99,77;199,9
691922_47_0;691922;0;0;147,49;279,9
3067100_7_0;3067100;0;0;74,06;149,9
AXI_18_0;AXI;0;0;34,33;199,9
LARA_30_0;LARA;0;0;29,66;199,9
1815131_5_0;1815131;0;0;101,39;219,9
1815131_3_0;1815131;0;0;101,39;219,9
1860104_30_0;1860104;0;0;106,04;229,9
1860101_353_0;1860101;0;0;84,63;179,9
1860101_30_0;1860101;0;0;84,63;179,9
1864104_30_0;1864104;0;0;106,04;229,9
1857132_3_0;1857132;0;0;84,63;179,9
1858105_30_0;1858105;0;0;84,63;179,9
1860105_3_0;1860105;0;0;106,04;229,9
1754103_26_0;1754103;0;0;100,07;229,9
1757102_26_0;1757102;0;0;100,07;229,9
179101_636_0;179101;0;0;87,77;199,9
179101_26_0;179101;0;0;87,77;199,9
1751101_5_0;1751101;0;0;92,17;199,9
1750103_324_0;1750103;0;0;136,1;299,9
1750101_324_0;1750101;0;0;100,07;219,9
1477143_3_0;1477143;0;0;62;129,9
1477141_47_0;1477141;0;0;62;129,9
1439062_3_0;1439062;0;0;97,89;199,9
1439061_30_0;1439061;0;0;97,89;199,9
5321102_47_0;5321102;0;0;57,24;129,9
5321102_3_0;5321102;0;0;55,99;129,9
5304108_30_0;5304108;0;0;45,25;99,9
5304108_3_0;5304108;0;0;45,25;99,9
279M4286_30_0;279M4286;0;0;86,07;199,9
279M3308_3_0;279M3308;0;0;79,18;199,9
1113132_30_0;1113132;0;0;132,27;279,9
X9162_30_0;X9162;0;0;51,01;99,9
X9162_3_0;X9162;0;0;51,01;99,9
X9161_3_0;X9161;0;0;46,79;99,9
267102_5_0;267102;0;0;159,95;319,9
14014_31_0;14014;0;0;101,96;199,9
14013_6_0;14013;0;0;98,04;199,9
9010_26_0;9010;0;0;64,9;129,9
9010_3_0;9010;0;0;64,9;129,9
9001_47_0;9001;0;0;50,9;99,9
CGUIMARAES213_47_0;CGUIMARAES213;0;0;44,9;89,9
CGUIMARAES213_3_0;CGUIMARAES213;0;0;44,9;89,9
DYNAMIC343_50_1;DYNAMIC343;1834,2;3648,6;122,28;249,9
DYNAMIC_50_1;DYNAMIC;1589,64;3141,4;122,28;249,9
DYNAMIC0_14_0;DYNAMIC0;1590,29;3023,9;122,33;249,9
4146783_3_0;4146783;1930,39;2978,18;175,49;349,9
1193080_2_0;1193080;1528,8;2978,89;126,21;239,9
4144307_50_0;4144307;1647,62;2977,93;126,74;249,9
4146282_3_0;4146282;1930,56;2868,6;160,88;299,9
RAIDEN3_14_0;RAIDEN3;2127,24;2699,8;170,18;349,9
110601_2_0;110601;1400,3;2634,93;136,62;259,9
STROKE_3_0;STROKE;1589,64;2536,9;122,28;249,9
PROOF_3_0;PROOF;1272,18;2528,2;97,86;199,9
DYNAMIC2_50_0;DYNAMIC2;1526,64;2512;127,22;249,9
BRUCEBURNET_30_0;BRUCEBURNET;1410,9;2511,38;141,09;279,9
RAIDEN3_9_0;RAIDEN3;1949,97;2499,9;170,18;349,9
7042267D_26_0;7042267D;1398,6;2472,55;92,91;199,9
4146278_4_0;4146278;1608,64;2469,68;146,24;289,9
SOMA_50_0;SOMA;1300;2430,49;100;199,9
11J481X_100_0;11J481X;1440,58;2416,5;84,74;169,9
CT000100012_2_0;CT000100012;1205;2375;129,32;249,9
114861_3_0;114861;1312;2360,4;140,8;259,9
45016_5_0;45016;1252,9;2331,7;122,24;229,9
119104_5_0;119104;1346,8;2328,35;100,49;199,9
DYNAMIC1_3_0;DYNAMIC1;1399,42;2324,6;127,22;249,9
4145527_3_1;4145527;1520,88;2287,2;126,74;249,9
114861_406_0;114861;1312;2280,4;140,8;259,9
119313_5_0;119313;1131;2279,3;121,38;239,9
8330_3_0;8330;1218,72;2262,29;101,56;199,9
FOURTY_3_0;FOURTY;1173,72;2249;97,81;199,9
ATTACKII_3_0;ATTACKII;1557,1;2245,1;155,71;289,9
VIBRACAO_3_0;VIBRACAO;1232,98;2244,36;88,07;179,9
12T054X_2_0;12T054X;1159,73;2213,8;89,21;179,9
ALPINADRY_30_0;ALPINADRY;1795,5;2181,7;199,5;359,9
MARTE_3_0;MARTE;1140;2169,6;95;189,9
PERFECT_3_0;PERFECT;1148,42;2155,53;88,34;169,9
SOLDIER1_26_0;SOLDIER1;1707,75;2151,4;203,63;369,9
TECNOII_35_0;TECNOII;1444,95;2149,7;160,55;299,9
579027_30_0;579027;1747,98;2134,3;194,22;369,9
7250630D_14_0;7250630D;1417,2;2129,7;109,83;239,9
119104_2_0;119104;1243,2;2129,51;100,49;199,9
4076281G_3_0;4076281G;1181,7;2124,49;84,54;179,9
110604_3_0;110604;1222;2124,92;131,14;239,9
LOGAN3325_5_0;LOGAN3325;1086,3;2115,1;72,42;169,9
VENUM_3_0;VENUM;1495;2109,8;123,42;229,9
GARRA_50_0;GARRA;1300,88;2080,2;92,92;189,9
HUNT1931_26_0;HUNT1931;1486,8;2069,9;165,2;319,9
PROOF0_50_0;PROOF0;1076,46;2059,42;97,86;199,9
URBEX_3_0;URBEX;1100;2004,51;100;199,9
MOON3722_28_0;MOON3722;1073,43;1993,27;119,27;239,9
3138_3_0;3138;1174,8;1991,23;97,9;199,9
INDEX0_50_0;INDEX0;1140;1989,2;101,95;179,9
CT27900002_50_0;CT27900002;1358,1;1984,7;161,94;299,9
831_3_0;831;1117,16;1969,3;101,56;199,9
EXCELENT_3_0;EXCELENT;1177,92;1959,2;98,16;199,9
7251630D_14_0;7251630D;1299,1;1957,7;109,83;239,9
78626_3_0;78626;1025,1;1956,4;122,23;229,9
INPUT4027_5_0;INPUT4027;1217;1956,4;121,7;229,9
DJANGO1975_5_0;DJANGO1975;1096,8;1936;137,1;269,9
7042267A_3_0;7042267A;1098,9;1931,4;92,91;199,9
119404_30_0;119404;1085;1915,2;105,24;219,9
1195041_18_0;1195041;1017,9;1908,1;121,38;229,9
114858_50_0;114858;1049,6;1904,3;140,8;259,9
119505_2_0;119505;1013,4;1903,4;109,22;239,9
INDEX_3_1;INDEX;938,88;1902,8;78,24;159,9
DRAGONIII_3_0;DRAGONIII;1557,1;1901,6;155,71;289,9
10100_32_0;10100;1048,58;1896,1;80,66;179,9
DUST3138_3_0;DUST3138;1064,8;1893,7;106,48;199,9
5990511G_3_0;5990511G;1144,8;1887,1;118,3;249,9
RNLM332_14_0;RNLM332;1254;1886,61;104,5;199,9
205703_30_0;205703;1138,23;1886,5;126,47;259,9
3618641G_3_0;3618641G;1390,5;1884,9;155,86;299,9
181305_5_0;181305;1576;1884,9;152,87;299,9
LAP_3_0;LAP;1076,46;1869,3;97,86;199,9
BULLET_3_0;BULLET;1316,7;1869,9;201,86;369,9
118907_2_0;118907;1194;1866,14;96,52;199,9
INPUT3722_2_0;INPUT3722;1217;1839,7;121,7;229,9
INDEX_100_0;INDEX;1056,84;1836,58;88,07;169,9
VIBRACAO_3_1;VIBRACAO;968,77;1832,2;88,07;179,9
PERFECT_50_0;PERFECT;971,74;1831,21;88,34;169,9
ULTRALEVE_3_2;ULTRALEVE;971,74;1828,33;88,34;169,9
45016_3_0;45016;911,2;1827,7;122,24;229,9
D301_30_0;D301;497,9;1817,6;38,3;239,9
ASTRO_3_0;ASTRO;997,56;1802,2;83,13;169,9
CITRUS_50_0;CITRUS;990;1800,21;96,59;179,9
MEGA_50_0;MEGA;978,6;1799,4;97,86;199,9
119405_5_0;119405;1232;1788,5;108,64;219,9
SOMA_3_0;SOMA;1000;1779,4;100;199,9
RNLM335_9_0;RNLM335;1254;1779,6;104,5;199,9
REACAO_3_0;REACAO;981,6;1779,17;98,16;199,9
PHANTON3985_5_0;PHANTON3985;958,32;1779,06;106,48;199,9
5995511G_3_0;5995511G;1054,4;1762,1;122,57;249,9
ULTRALEVE_50_0;ULTRALEVE;1060,08;1750,57;88,34;169,9
3243_26_0;3243;1096,8;1736;137,1;269,9
PROOF1_35_0;PROOF1;978,6;1729,4;97,86;199,9
102000_32_0;102000;910,8;1714,07;75,9;169,9
PROOF_4_0;PROOF;968,33;1707,44;88,03;169,9
ALPHA003_2_0;ALPHA003;1173,6;1706,78;139,94;259,9
119308_2_0;119308;904,8;1701,8;121,38;229,9
2505_3_0;2505;939,6;1699,29;104,4;199,9
MEGA_2_0;MEGA;978,6;1689,3;97,86;199,9
JOURNEY1931_26_0;JOURNEY1931;1295,64;1689,7;143,96;279,9
TOWER3722_2_0;TOWER3722;960,48;1689,2;106,72;199,9
4453574G_3_0;4453574G;1090,4;1686,9;126,76;249,9
140915_50_0;140915;999;1679,9;96,9;189,9
GAP3243_26_0;GAP3243;1101,6;1677,9;122,4;249,9
D301_355_0;D301;536,2;1669,8;38,3;239,9
AGER3249_5_0;AGER3249;960,48;1669,3;106,72;199,9
119504_50_0;119504;972;1669,4;104,76;219,9
203418_3_0;203418;998,27;1665,3;76,79;159,9
118410_3_0;118410;1180,8;1663,6;140,8;259,9
MARTE_99_0;MARTE;950;1659,07;95;189,9
VENUM_7_0;VENUM;1035;1646,6;123,42;229,9
OLYMPIKUS9211_3_0;OLYMPIKUS9211;733,95;1627,31;48,93;129,9
TWIST_50_0;TWIST;880,2;1625,19;73,35;149,9
46585CP_49_0;46585CP;837,7;1612,04;83,77;169,9
203401CP_14_0;203401CP;921,48;1609,4;76,79;159,9
114858_50_1;114858;972,8;1609,6;117,95;239,9
205703_3_0;205703;1138,23;1606,79;126,47;259,9
1010_3_0;1010;973,7;1602;71,16;139,9
131954_56_0;131954;818,1;1581,3;94,62;179,9
HYPE_100_0;HYPE;1409,4;1580,17;26,1;49,9
