ID_Unico;Referencia;Custo Venda    ;Vr.Venda       ;Reposicao      ;Pr.Venda       
BLUSADEBRILHO_100_0;BLUSADEBRILHO;0;0;69;139,9
503395_100_0;503395;0;0;127,77;239,9
502595_100_0;502595;0;0;136,32;259,9
501595_100_0;501595;0;0;120,17;229,9
500995_100_0;500995;0;0;136,32;259,9
1606072_100_0;1606072;0;0;98,9;199,9
1606071_100_0;1606071;0;0;98,9;119,9
6577_100_0;6577;0;0;69,9;129,9
6563_100_0;6563;0;0;79,9;149,9
6542_100_0;6542;0;0;69,9;129,9
6541_100_0;6541;0;0;79,9;149,9
06535_100_0;6535;0;0;79,9;149,9
6237_100_0;6237;0;0;69,9;129,9
6140_100_0;6140;0;0;69,9;129,9
11356_100_1;11356;0;0;89,9;159,9
11322_100_1;11322;0;0;89,9;159,9
11321_100_1;11321;0;0;98,9;169,9
11318_100_0;11318;0;0;89,9;159,9
11314_100_1;11314;0;0;89,9;159,9
11306_100_1;11306;0;0;98,9;169,9
11302_100_1;11302;0;0;89,9;159,9
11301_100_1;11301;0;0;89,9;159,9
9966_100_1;9966;0;0;85,41;159,9
9962_100_1;9962;0;0;85,41;159,9
9958_100_0;9958;0;0;85,41;159,9
9949_100_0;9949;0;0;85,41;159,9
10329_100_1;10329;0;0;85,41;159,9
10148_100_0;10148;0;0;85,41;159,9
8667_100_0;8667;0;0;75,91;149,9
8655_100_0;8655;0;0;85,41;149,9
8648_100_0;8648;0;0;85,41;149,9
8644_100_0;8644;0;0;85,41;149,9
8600_100_0;8600;0;0;75,91;149,9
8586_100_0;8586;0;0;85,41;149,9
8584_100_0;8584;0;0;75,91;149,9
8574_100_0;8574;0;0;75,91;149,9
8528_100_0;8528;0;0;75,91;149,9
3298_100_1;3298;0;0;67,9;129,9
3293_100_0;3293;0;0;55,9;99,9
3289_100_0;3289;0;0;66,9;129,9
1837B_100_0;1837B;0;0;42,9;89,9
945_100_1;945;0;0;75;149,9
931_100_0;931;0;0;65;129,9
919_100_2;919;0;0;75;149,9
909_100_0;909;0;0;55;109,9
833_100_0;833;0;0;65;129,9
756_100_0;756;0;0;59;119,9
2224_100_0;2224;0;0;79;159,9
955_100_0;955;0;0;59;119,9
952_100_0;952;0;0;69;139,9
1726384_100_0;1726384;0;0;49,41;109,9
1726341_100_0;1726341;0;0;51,21;119,9
1726340_100_0;1726340;0;0;53,9;119,9
1726304_100_0;1726304;0;0;58,4;129,9
1726239_100_0;1726239;0;0;44,91;99,9
1726233_100_0;1726233;0;0;44,91;99,9
27189_100_0;27189;0;0;67,92;149,9
27188_100_0;27188;0;0;67,92;149,9
27093_100_0;27093;0;0;57,72;129,9
27081_100_0;27081;0;0;55,17;119,9
54416_100_0;54416;0;0;49,9;99,9
54316_100_0;54316;0;0;49,9;99,9
53816_100_0;53816;0;0;59,9;119,9
53616_100_0;53616;0;0;53,9;109,9
52916_100_0;52916;0;0;49,9;99,9
50316_100_0;50316;0;0;49,9;99,9
1202_100_0;1202;0;0;39,9;79,9
1205_100_0;1205;0;0;20;39,9
1203_100_0;1203;0;0;31,9;59,9
1202_100_1;1202;0;0;39,9;79,9
1204_100_0;1204;0;0;25,9;49,9
1203_100_1;1203;0;0;31,9;59,9
2186B_100_0;2186B;0;0;16,45;69,9
2184B_100_0;2184B;0;0;14,95;59,9
2183B_100_0;2183B;0;0;14,95;59,9
2179B_100_0;2179B;0;0;16,45;69,9
2175B_100_0;2175B;0;0;14,95;59,9
2153B_100_0;2153B;0;0;10;39,9
1810B_100_1;1810B;0;0;19,95;79,9
1804B_100_0;1804B;0;0;22,45;89,9
1803B_100_0;1803B;0;0;19,95;79,9
1801B_100_1;1801B;0;0;21,45;89,9
1795B_100_0;1795B;0;0;22,45;89,9
1793B_100_0;1793B;0;0;21,45;89,9
1789B_100_0;1789B;0;0;21,45;89,9
2157B_100_0;2157B;0;0;16,45;69,9
2154B_100_0;2154B;0;0;17,95;69,9
2150B_100_0;2150B;0;0;17,95;69,9
2146B_100_1;2146B;0;0;17,95;69,9
2143B_100_0;2143B;0;0;16,45;69,9
1781B_100_0;1781B;0;0;21,45;89,9
1777B_100_0;1777B;0;0;22,45;89,9
1775B_100_0;1775B;0;0;22,45;89,9
1771B_100_0;1771B;0;0;22,45;89,9
1766B_100_1;1766B;0;0;22,45;89,9
1762B_100_0;1762B;0;0;22,45;89,9
1753B_100_0;1753B;0;0;19,95;79,9
1682B_100_0;1682B;0;0;12,95;49,9
1379B_100_0;1379B;0;0;16,45;69,9
1355B_100_0;1355B;0;0;10;39,9
4007_100_0;4007;0;0;79,9;149,9
4006_100_1;4006;0;0;69,9;129,9
4005_100_0;4005;0;0;59,9;119,9
4004_100_0;4004;0;0;49,9;99,9
BL0323_100_0;BL0323;0;0;35,91;79,9
BL0322_100_0;BL0322;0;0;35,91;79,9
BL0305_100_0;BL0305;0;0;35,91;79,9
BL0303_100_0;BL0303;0;0;53,91;119,9
BL0153_100_0;BL0153;0;0;39,9;79,9
BL0148_100_0;BL0148;0;0;59,9;119,9
BL0147_100_0;BL0147;0;0;49,9;99,9
BL0144_100_0;BL0144;0;0;49,9;99,9
BL0141_100_0;BL0141;0;0;39,9;79,9
BL0129_100_0;BL0129;0;0;49,9;99,9
BL0102_100_0;BL0102;0;0;49,9;99,9
BL0157_100_0;BL0157;0;0;49,9;99,9
BL0146_100_0;BL0146;0;0;29,9;59,9
BL0139_100_0;BL0139;0;0;49,9;99,9
BL0138_100_0;BL0138;0;0;49,9;99,9
BL0136_100_0;BL0136;0;0;49,9;99,9
BL0134_100_0;BL0134;0;0;49,9;99,9
BL0132_100_0;BL0132;0;0;69,9;129,9
BL0119_100_0;BL0119;0;0;49,9;99,9
BL0575_100_0;BL0575;0;0;69,9;129,9
BL0574_100_0;BL0574;0;0;59,9;119,9
BL0556_100_0;BL0556;0;0;64,9;129,9
BL0529_100_0;BL0529;0;0;69,9;129,9
BL0522_100_0;BL0522;0;0;69,9;129,9
BL0518_100_0;BL0518;0;0;69,9;129,9
BL0517_100_0;BL0517;0;0;59,9;119,9
BL0515_100_0;BL0515;0;0;59,9;119,9
BL0511_100_0;BL0511;0;0;59,9;119,9
BL0505_100_0;BL0505;0;0;59,9;119,9
BL0504_100_0;BL0504;0;0;59,9;119,9
BL0503_100_0;BL0503;0;0;59,9;119,9
BL0501_100_0;BL0501;0;0;59,9;119,9
BL0420_100_0;BL0420;0;0;54,9;99,9
BL0409_100_0;BL0409;0;0;39,9;79,9
GG124_100_0;GG124;0;0;39,9;79,9
95C_100_0;95C;0;0;29,9;59,9
913_100_0;913;0;0;39,9;79,9
904_100_0;904;0;0;39,9;79,9
789_100_0;789;0;0;39,9;79,9
727_100_0;727;0;0;49,9;99,9
910_100_0;910;0;0;39,9;79,9
BL0410_100_0;BL0410;0;0;35,91;79,9
BL0405_100_0;BL0405;0;0;53,91;99,9
BL0404_100_0;BL0404;0;0;62,91;129,9
BL0402_100_0;BL0402;0;0;53,91;99,9
BL0400_100_0;BL0400;0;0;44,91;99,9
BL0310_100_0;BL0310;0;0;35,91;79,9
BL0306_100_0;BL0306;0;0;53,91;99,9
BL0206_100_0;BL0206;0;0;49,9;99,9
1069_100_1;1069;0;0;69,9;129,9
1059_100_2;1059;0;0;59,9;99,9
1049_100_1;1049;0;0;49,9;89,9
16509420_100_0;16509420;0;0;49,9;99,9
16389630_100_0;16389630;0;0;69,9;139,9
16369632_100_0;16369632;0;0;69,9;139,9
16129630_100_0;16129630;0;0;69,9;139,9
16119631_100_0;16119631;0;0;69,9;139,9
15989626_100_0;15989626;0;0;69,9;139,9
15964521_100_0;15964521;0;0;54,9;99,9
15504435_100_0;15504435;0;0;24,9;49,9
40454521_100_0;40454521;0;0;54,9;99,9
15204473_100_0;15204473;0;0;44,9;89,9
15069374_100_0;15069374;0;0;39,9;79,9
BL2585_100_0;BL2585;0;0;39,95;149,9
B49390005_100_0;B49390005;0;0;99,9;179,9
21973_100_0;21973;0;0;111,14;199,9
3137_100_0;3137;0;0;49,5;99,9
270010_100_0;270010;0;0;67,41;149,9
270009_100_0;270009;0;0;67,41;149,9
6137_100_0;6137;0;0;80,92;179,9
538_100_1;538;0;0;79,9;139,9
416_100_0;416;0;0;99,95;199,9
415_100_0;415;0;0;99,95;199,9
414_100_0;414;0;0;99,95;199,9
411_100_0;411;0;0;99,95;199,9
407_100_0;407;0;0;99,95;199,9
406_100_0;406;0;0;94,95;189,9
405_100_0;405;0;0;94,95;189,9
400_100_0;400;0;0;84,95;169,9
K27846_100_0;K27846;0;0;51,61;109,9
29363_100_0;29363;0;0;60,28;129,9
1024_100_0;1024;0;0;91,18;199,9
TE10999_100_0;TE10999;0;0;69,65;129,9
40077_100_0;40077;0;0;43,03;89,9
30014_100_0;30014;0;0;35,27;79,9
K32838_100_0;K32838;0;0;60,91;129,9
K29875_100_0;K29875;0;0;65,71;139,9
K29863_100_0;K29863;0;0;63,45;139,9
K27899_100_0;K27899;0;0;59,13;129,9
K27840_100_0;K27840;0;0;61,57;129,9
246_100_0;246;0;0;62,91;129,9
13_100_2;13;0;0;46,9;99,9
3292_100_0;3292;0;0;30;139,9
15789625_100_0;15789625;0;0;69,9;139,9
5648_100_0;5648;0;0;78,9;139,9
5633_100_0;5633;0;0;59,9;119,9
5605_100_0;5605;0;0;59,9;119,9
INVBA001_100_0;INVBA001;0;0;94,9;159,9
1873_100_0;1873;0;0;69,9;129,9
1858_100_0;1858;0;0;53,52;119,9
1072_100_0;1072;0;0;39,51;79,9
6045_100_0;6045;0;0;62,91;129,9
10420060_100_0;10420060;0;0;13,95;59,9
153183_100_0;153183;0;0;40,46;169,9
9019446_100_0;9019446;0;0;79,9;149,9
9019283_100_0;9019283;0;0;99,9;199,9
9018938_100_0;9018938;0;0;79,9;149,9
6848_100_0;6848;0;0;79,9;149,9
6838_100_0;6838;0;0;79,9;149,9
60286_100_0;60286;0;0;69,3;139,9
60283_100_0;60283;0;0;69,9;139,9
60279_100_0;60279;0;0;58,7;119,9
29_100_0;29;0;0;44;89,9
1737_100_0;1737;0;0;71,63;149,9
3600490017_100_0;3600490017;1039,74;2314,05;11,19;24,9
360049001_100_0;360049001;1184,04;2285,34;12,88;24,9
264_100_0;264;840;1744,68;24;49,9
36004900_100_0;36004900;760,24;1685,77;11,19;24,9
10003_100_0;10003;1231,5;1402,8;76,71;139,9
1041_100_0;1041;687,7;1377,7;29,9;59,9
36004900_100_1;36004900;503,1;1110,7;11,18;24,9
10070_100_0;10070;986,58;1099,6;131,68;199,9
SOMBRINHA0_100_0;SOMBRINHA0;550;1097,8;25;49,9
ML1_100_0;ML1;571,2;1093,17;11,9;21,9
004_100_0;4;718,8;1019,5;70,13;60
SB249_100_0;SB249;498;987,95;24,9;49,9
396144504_100_0;396144504;467,88;945,89;38,99;79,9
0070_100_0;70;496,8;929,3;76,02;119,9
84591_100_0;84591;241,5;929,7;43,39;149,9
PJ11206_100_0;PJ11206;563,34;889,9;106,86;189,9
B1106461_100_0;B1106461;450;884,7;150;299,9
84593_100_0;84593;207;849,5;44,14;149,9
SB24_100_0;SB24;441;837,9;21;39,9
2012504_100_0;2012504;401,88;822,08;36,84;69,9
8BL_100_0;8BL;479,2;819,6;59,9;119,9
0230_100_0;230;233,4;812,44;19,45;69,9
PJ11126_100_0;PJ11126;490,08;810;92,97;169,9
5841_100_0;5841;362;799;42,38;79,9
SOMBRINHA_100_0;SOMBRINHA;400;798,4;25;49,9
82591_100_0;82591;208,02;779,38;38,15;129,9
79765_100_0;79765;398,75;768,65;13,75;26,9
G029019751_100_0;G029019751;358,71;768,9;37,12;69,9
0240_100_0;240;219,45;757;19,95;69,9
70043_100_0;70043;370,98;749,5;70,38;129,9
79765_100_1;79765;385;745,17;13,75;26,9
PJ10903_100_0;PJ10903;408,4;729,8;92,97;169,9
84127_100_0;84127;183,3;729,49;37,76;129,9
5040_100_0;5040;340,2;719,1;37,8;79,9
023_100_0;23;358,8;718,8;29,9;59,9
1040_100_1;1040;358,8;718,79;36,6;59,9
29019387_100_0;29019387;323,64;718,03;26,97;59,9
84626_100_0;84626;177;713,4;36,46;119,9
G215148751_100_0;G215148751;351,27;704,59;41,96;79,9
84599_100_0;84599;169,2;699,5;38,59;139,9
84124_100_0;84124;177,66;699,3;31,36;99,9
84589_100_0;84589;171,5;697,78;30,14;99,9
4403751_100_0;4403751;297,5;696,1;23,38;49,9
G223143751_100_0;G223143751;315,3;695,5;35,89;69,9
G222148049_100_0;G222148049;330,8;694,82;37,65;69,9
84130_100_0;84130;171,08;694,3;30,2;99,9
FC667B_100_0;FC667B;384,3;691,72;55,39;99,9
0280_100_0;280;199,5;689,1;19,95;69,9
2811210D_100_0;2811210D;355,95;689,7;118,65;229,9
83916_100_0;83916;214,5;679,9;76,15;279,9
83802_100_0;83802;204;669,9;72,42;269,9
550_100_0;550;385;669,4;55;99,9
84126_100_0;84126;152,75;659,6;37,76;139,9
82589_100_0;82589;176,7;656,5;32,4;109,9
84596_100_0;84596;162,5;649,5;39,82;129,9
BELAP_100_0;BELAP;380;646,7;95;179,9
84126_100_1;84126;155,1;636,5;35,37;129,9
84122_100_0;84122;152,75;636,82;37,76;129,9
83272_100_0;83272;252,84;633,9;71,43;229,9
G134019751_100_0;G134019751;315,27;629,1;37,66;69,9
B1106090_100_0;B1106090;354;629,8;118;239,9
G216374751_100_0;G216374751;313,29;626,02;37,42;69,9
84683_100_0;84683;172;619,8;53,14;179,9
700_100_0;700;350;619,7;70;139,9
G134019387_100_0;G134019387;315,27;616,82;37,66;69,9
FC667A_100_0;FC667A;329,4;599,4;55,39;99,9
PJ11160_100_0;PJ11160;326,72;599,9;92,97;169,9
10008_100_0;10008;382,26;599,67;119,04;199,9
SB12_100_0;SB12;274,8;598,8;22,9;49,9
84588_100_0;84588;143,82;594,4;27,33;99,9
4019387_100_0;4019387;275,1;592,74;30,26;59,9
3031_3_0;3031;180;589,1;18;59,9
B1106278_100_0;B1106278;360;589,9;120;239,9
84588_100_1;84588;147;579,5;29,53;99,9
SOMBRINHA15_100_0;SOMBRINHA15;300;578,9;25;49,9
84816_100_0;84816;172;569,9;53,14;179,9
PJ11172_100_0;PJ11172;318,24;559,8;60,37;119,9
100830_100_0;100830;487,89;550;151,94;299,9
10081_100_1;10081;422,64;549,9;98,71;199,9
83733_100_0;83733;181,3;549,9;96,54;349,9
2811245A_100_0;2811245A;327,45;549,7;109,15;199,9
5060_100_0;5060;259,2;539,4;52,88;89,9
84306_100_0;84306;147,5;539,7;36,46;119,9
84811_100_0;84811;129;539,7;53,14;179,9
100540_100_0;100540;492,6;539,9;76,71;139,9
B1105987_100_0;B1105987;294;539,57;98;199,9
2811142A_100_0;2811142A;364,5;539,84;121,5;239,9
82588_100_0;82588;147,25;538,5;32,4;109,9
G188221751_100_0;G188221751;265,86;537,45;29,54;59,9
B1106334_100_0;B1106334;390;537,4;130;249,9
G188221954_100_0;G188221954;265,86;533,19;29,54;59,9
20752_100_0;20752;173,88;530,01;31,89;109,9
3031_21_0;3031;180;529,3;18;59,9
VR3552_100_0;VR3552;375;529,86;125;229,9
82593_100_0;82593;176,7;527,45;32,4;109,9
G188221381_100_0;G188221381;265,86;524,57;29,54;59,9
214006751_100_0;214006751;264,44;523,89;24,04;49,9
84682_100_0;84682;172;520;53,14;179,9
84598_100_0;84598;130;519,6;40,15;129,9
10077_100_0;10077;330,87;519,9;103,04;219,9
83952_100_0;83952;130;519,8;69,23;259,9
84123_100_0;84123;122,2;519,6;37,76;129,9
83492_100_0;83492;223,44;513,9;81,93;279,9
B1106307_100_0;B1106307;267;509,7;89;169,9
83494_100_0;83494;148,96;509,9;80,02;319,9
83921_100_0;83921;165;503,9;87,86;319,9
83806_100_0;83806;147;503,79;78,28;279,9
10032_100_0;10032;441,16;500;103,04;219,9
750_100_0;750;375;500;75;149,9
CH50_100_0;CH50;250;499,5;50;99,9
FC667C_100_0;FC667C;274,5;499,5;55,39;99,9
84585_100_0;84585;119,85;499,5;27,33;99,9
B1106331_100_0;B1106331;309;499,8;103;199,9
214006101_100_0;214006101;240,4;498,99;24,04;49,9
36004900170_100_0;36004900170;257,4;495,22;12,88;24,9
3483589_100_0;3483589;132;491,3;46,86;169,9
C502_100_0;C502;244,3;489,3;34,9;69,9
3031_30_0;3031;162;489,5;18;59,9
84696_100_0;84696;129;489,8;53,14;179,9
84812_100_0;84812;129;489,8;53,14;179,9
84608_100_0;84608;129;489,8;53,14;179,9
5885_100_0;5885;210;489,3;30;69,9
70044_100_0;70044;247,32;489,69;70,38;129,9
84698_100_0;84698;129;480,8;53,14;179,9
5840_100_0;5840;217,2;479,4;44,31;79,9
841260_100_0;841260;118,44;479,6;36,59;119,9
83973_100_0;83973;145;479,9;77,21;279,9
83804_100_0;83804;120;479,8;63,9;239,9
CT1_100_0;CT1;240;478,39;15;29,9
CF377_100_0;CF377;263,6;469,7;66,48;119,9
84606_100_0;84606;123;469,8;50,67;169,9
100030_100_0;100030;336,48;469,9;78,6;169,9
VR2890_100_0;VR2890;250;459,8;125;229,9
C157_100_0;C157;135,6;459,4;16,95;59,9
B1106220_100_0;B1106220;294;459,8;98;179,9
83970_100_0;83970;130;459,9;69,23;259,9
83316_100_0;83316;128,24;459,76;70,54;229,9
83886_100_0;83886;129;458,72;45,8;169,9
B1106677_100_0;B1106677;294;455,16;98;179,9
100630_100_0;100630;527,32;450;123,17;259,9
019_100_0;19;251,1;449,09;27,9;49,9
88221101_100_0;88221101;202,5;449,1;22,5;49,9
31071_100_0;31071;200;449,5;40;89,9
84133_100_0;84133;141;449,9;29,04;99,9
B225_100_0;B225;225;449,5;45;89,9
T111148751_100_0;T111148751;223,2;445,92;26,66;49,9
VR3400_100_0;VR3400;250;445,81;125;229,9
84535_100_0;84535;108;439,8;66,73;219,9
84119_100_0;84119;116,56;439,7;36,01;119,9
2190_100_0;2190;240;439,9;120;239,9
83988_100_0;83988;129;437,4;68,69;249,9
84706_100_0;84706;129;430;53,14;179,9
83992_100_0;83992;157;430;83,6;299,9
41_100_0;41;230;429,59;41,23;89,9
65_100_0;65;260;429,9;65;129,9
ML3_100_0;ML3;188,1;428,1;9,9;21,9
VR3065_100_0;VR3065;250;424,82;125;249,9
2811704A_100_0;2811704A;284,7;422,36;94,9;169,9
3482243_100_0;3482243;176,4;420,74;64,68;229,9
028_100_0;28;227,4;419,4;37,9;69,9
83966_100_0;83966;140;419,9;74,55;269,9
024_100_0;24;227,4;417,42;37,9;69,9
UNO2762_100_0;UNO2762;175,8;416,56;29,3;69,9
VR3109_100_0;VR3109;250;412,31;125;249,9
G216374101_100_0;G216374101;208,86;411,2;37,42;69,9
0310_100_0;310;119,7;410,04;19,95;69,9
83820_100_0;83820;149;409,92;79,34;299,9
82901_100_0;82901;133;407,8;73,15;239,9
SB22_100_0;SB22;206,1;404,1;22,9;44,9
B1106094_100_0;B1106094;420;400;105;199,9
83647_100_0;83647;137,2;400;73,06;259,9
2811102A_100_0;2811102A;393;400;131;249,9
T136143101_100_0;T136143101;195,76;399,2;27,85;49,9
253MRT_100_0;253MRT;220,8;399,58;58,79;99,9
8484750_41_0;8484750;142;399,99;87,74;289,9
84597_100_0;84597;103,5;399,8;42,02;149,9
1203_100_2;1203;200;399,6;50;99,9
84128_100_0;84128;116,56;399,8;36,01;119,9
B1106054_100_0;B1106054;206;399,8;103;199,9
83511_100_0;83511;143,08;395,8;81,78;269,9
170_100_2;170;65,22;394,54;10,87;69,9
VR2375_100_0;VR2375;240;391,91;120;239,9
84697_100_0;84697;129;390;53,14;179,9
252NOVA_100_0;252NOVA;215,6;389,6;61,35;99,9
304MRT_100_0;304MRT;192,32;389,59;48,08;99,9
846_100_0;846;220;389,88;55;119,9
VR3451_100_0;VR3451;300;389,9;100;189,9
B1106280_100_0;B1106280;315;389,9;105;199,9
CH8593_100_0;CH8593;200;389,8;100;199,9
83774_100_0;83774;152,88;389,9;81,41;299,9
0023_100_0;23;240;389,47;40;69,9
CH840T_100_0;CH840T;200;389,8;100;199,9
83306_100_0;83306;104,01;389,64;38,15;129,9
84598_100_1;84598;95,88;383,2;36,44;129,9
83144_100_0;83144;130,83;383,47;50,04;159,9
VR3209_100_0;VR3209;250;379,9;125;229,9
70016_100_0;70016;185,49;379,8;70,38;149,9
BM631_100_0;BM631;150,9;377,82;75,45;269,9
70041_100_0;70041;185,49;376,7;70,38;129,9
83502_100_0;83502;138,18;376,74;78,64;259,9
3482659_100_0;3482659;115,64;373,81;64,51;219,9
69483_100_0;69483;123,48;371,66;33,97;119,9
84875_100_0;84875;92;370,3;55,86;189,9
84473_100_0;84473;75;369,9;46,34;219,9
83815_100_0;83815;94;369,9;100,11;369,9
83219_100_0;83219;135,24;369,86;73,03;249,9
83197_100_0;83197;147;360;88,29;269,9
L3015_100_0;L3015;179,4;359,4;29,9;59,9
1089AE_100_0;1089AE;167,4;359,4;27,9;59,9
C023_100_0;C023;191,4;359,4;31,9;59,9
C5025_100_0;C5025;197,4;359,4;32,9;59,9
C156_100_0;C156;197,4;359,4;32,9;59,9
G188221424_100_0;G188221424;176,76;359,4;31,62;59,9
109MRT_100_0;109MRT;171,6;359,6;48,83;89,9
208MRT_100_0;208MRT;170,4;359,4;28,41;59,9
X0068_100_0;X0068;180;359,8;80,67;179,9
X0062_100_0;X0062;189;359,7;56,47;119,9
84642_100_0;84642;86;359,8;53,14;179,9
84607_100_0;84607;87;359,7;35,84;119,9
84634_100_0;84634;88,5;359,7;36,46;119,9
84814_100_0;84814;86;359,8;53,14;179,9
100051_100_0;100051;220,34;359,8;96,86;199,9
265MRT_100_0;265MRT;170,4;357,12;32,33;59,9
C5025_100_1;C5025;197,4;356,39;32,9;59,9
100MRT_100_0;100MRT;188,7;355,96;71,59;119,9
83305_100_0;83305;104,01;350,7;38,15;129,9
C023_100_1;C023;174,5;349,5;34,9;69,9
C3010P_100_0;C3010P;209,3;349,3;29,9;49,9
7100_100_0;7100;241;349,8;48,2;99,9
83744_100_0;83744;156,8;349,9;83,5;299,9
100111_100_0;100111;255,68;349,84;111,53;249,9
T111148101_100_0;T111148101;173,6;347,5;26,66;49,9
253MRT_100_1;253MRT;170,7;347,7;64,77;119,9
SOFT3466_100_0;SOFT3466;171;345,92;34,2;69,9
SOFT3060_100_0;SOFT3060;171;342,84;34,2;69,9
84581_100_0;84581;105,75;339,9;43,56;139,9
84534_100_0;84534;83;339,8;51,29;169,9
8483579_100_0;8483579;88;339,8;46,86;169,9
8483376_100_0;8483376;88;339,8;46,86;169,9
3483570_100_0;3483570;88;339,8;46,86;169,9
83248_100_0;83248;93,1;339,8;50,88;169,9
ML2_100_0;ML2;150;337,5;10;21,9
100171_100_0;100171;199,53;337,71;58,44;129,9
83397_100_0;83397;86;331,3;45,79;169,9
63143751_100_0;63143751;159,3;329,7;31,86;69,9
PJ10980_100_0;PJ10980;184,47;329,9;69,99;129,9
3484657_100_0;3484657;97,5;329,9;40,16;129,9
83416_100_0;83416;96,04;323,8;53,11;179,9
CO10R_100_0;CO10R;164,5;321,26;32,9;64,9
39MRT_100_0;39MRT;161,6;319,6;45,99;79,9
272MR_100_0;272MR;36,92;319,6;9,23;79,9
15006751_100_0;15006751;161,8;319,6;44,5;79,9
3483364_100_0;3483364;78;319,8;41,54;159,9
1018_100_0;1018;175;309,7;35;69,9
84639_100_0;84639;86;309,9;53,14;179,9
83848_100_0;83848;86;305,8;45,8;169,9
3483401_100_0;3483401;88;305,8;46,86;169,9
3483577_100_0;3483577;88;305,8;46,86;169,9
84849_100_0;84849;139,5;300;56,47;189,9
84794_100_0;84794;122;300;73,21;249,9
100420_100_0;100420;246,76;300;115,27;219,9
B1106311_100_0;B1106311;267;300;89;169,9
84538_100_0;84538;130,5;300;53,76;169,9
VR3515_100_0;VR3515;260;300;130;239,9
83758_100_0;83758;127,4;300;67,84;239,9
83756_100_0;83756;155,82;300;82,97;299,9
2811223A_100_0;2811223A;243;300;121,5;239,9
1098AE_100_0;1098AE;139,5;299,5;27,9;59,9
L3015_100_1;L3015;149,5;299,5;29,9;59,9
C3010_100_0;C3010;149,4;299,4;24,9;49,9
019_100_1;19;161,4;299,4;26,9;49,9
024_100_1;24;159,5;299,5;31,9;59,9
10020533_100_0;10020533;155,6;299,9;192,28;299,9
84453_100_0;84453;75;299,8;46,34;149,9
C146_100_0;C146;72,25;299,5;14,45;59,9
G188221751_100_1;G188221751;147,3;299,5;31,62;59,9
8006112_100_0;8006112;144,06;299,4;26,41;49,9
88221751_100_0;88221751;135;299,4;22,5;49,9
560MRT_100_0;560MRT;170,7;299,7;64,77;99,9
603MRT_100_0;603MRT;149,7;299,7;56,79;99,9
100MRT_100_1;100MRT;179,7;299,7;63,79;99,9
61006751_100_0;61006751;127,5;299,49;28,05;59,9
84587_100_0;84587;71,91;299,7;27,33;99,9
833_100_1;833;165;299,9;55;119,9
100080_100_0;100080;245,28;299,88;114,58;199,9
84393_100_0;84393;75;299,8;46,34;149,9
2980_100_0;2980;168;299,7;56;99,9
B1106399_100_0;B1106399;189;299,86;63;119,9
84132_100_0;84132;73,32;299,7;30,2;99,9
BLS30_100_0;BLS30;150;299,5;30;59,9
83501_100_0;83501;77,42;299,9;83,41;299,9
318088202001_100_0;318088202001;82,32;299,68;27,44;99,9
41M_100_0;41M;35,25;298,04;7,05;59,9
T136143751_100_0;T136143751;146,82;297,18;27,85;49,9
C010R_100_0;C010R;149,4;296,96;24,9;49,9
N364019751_100_0;N364019751;178,02;296,57;31,6;59,9
88221052_100_0;88221052;135;296,85;22,5;49,9
236MRT_100_0;236MRT;145,35;296,5;29,07;59,9
36M_100_0;36M;35,25;296,11;7,05;59,9
170MRT_100_0;170MRT;155,7;294,7;59,07;99,9
173MRT_100_0;173MRT;149,4;294,39;26,52;49,9
84449_100_0;84449;72;293,05;44,49;149,9
84416_100_0;84416;75;292,3;46,34;149,9
C016_100_0;C016;159,5;291,98;31,9;59,9
176MRT_100_0;176MRT;152,76;289,7;38,19;79,9
84861_100_0;84861;92;289,9;55,87;189,9
3483592_100_0;3483592;88;288,82;46,86;169,9
3483591_100_0;3483591;88;288,81;46,86;169,9
83131_100_0;83131;92,14;288,8;50,69;169,9
83211_100_0;83211;98;287,82;53,8;179,9
83388_100_0;83388;96,04;287,81;53,78;179,9
83429_100_0;83429;96,04;287,8;53,11;179,9
83153_100_0;83153;87,22;287,79;47,33;159,9
VR2015_100_0;VR2015;180;287,76;60;119,9
84877_100_0;84877;92;280,4;55,87;189,9
C502_100_1;C502;139,6;279,6;34,9;69,9
0028_100_0;28;171,6;279,6;42,9;69,9
403101_100_0;403101;139,68;279,19;19,21;34,9
271NOVA_100_0;271NOVA;155,8;279,8;88,67;139,9
197MRT_100_0;197MRT;142;279,6;40,41;69,9
175MRT_100_0;175MRT;146,28;279,59;36,58;69,9
68M_100_0;68M;29,92;279,6;7,48;69,9
37M_100_0;37M;29,2;279,6;7,3;69,9
84124_100_1;84124;76,14;279,7;31,36;99,9
B1106687_100_0;B1106687;196;279,9;98;179,9
84418_100_0;84418;68;279,8;42,02;139,9
83938_100_0;83938;73,5;279,9;78,28;279,9
100101_100_0;100101;228,64;279,9;100,23;199,9
197MRT_100_1;197MRT;135,2;276,1;36;69,9
N367490751_100_0;N367490751;228,42;269,9;40,54;79,9
015006751_100_0;15006751;135,39;269,7;45,13;89,9
8483385_100_0;8483385;88;269,87;46,86;169,9
1010110005_100_0;1010110005;145,9;269,9;145,9;269,9
1010110003_100_0;1010110003;145,9;269,9;145,9;269,9
360049002_100_0;360049002;130,9;268,07;11,9;24,9
N374033008_100_0;N374033008;224,35;267,9;34,13;69,9
UNO576_100_0;UNO576;117,2;266,2;29,3;69,9
252MRT_100_0;252MRT;134,7;265,2;47,82;89,9
